# intervals of consistent gain/loss (csv) (cnvIntervals)
# ---
# algorithmVersion: 2.0
# limInp: 4
# inpVal: 0.0501003
# mainPeakNormalBin: 0.0274478
# ploidyBasedNormalBin: 0.0272594
# normalPeakMethod: ploidyBased
# mainPeakCopyNumber: 2.0
# normalPostProcessingDir: .na
# normalSampleName: .na
# normalYPostProcessingDir: .na
# normalYSampleName: .na
# qualityPreNorm: 1.868958
# qualityPostNorm: 1.7225972
# bmdToolsVer: 0.0.32
# bmdSvPipelineVer: 0.37.42
# ...
"chr","start","end","actualCount","expectedCount","cnvState","nrd","cutoffZscore","rd"
1,146323000,146477000,4037,4254.41034882462,2,1.94477431589048,-0.548371996036649,795.2
1,146477000,146981000,16866,13751.3521597493,3,2.45748481362945,4.54266641421654,1004.84251968504
1,146981000,147090000,2872,2854.57210501781,2,2.01215174597446,0.120662646426124,822.75
1,147090000,147381000,8014,7932.41671490526,2,2.03966521560948,0.393861910589689,834
1,147381000,147630000,6865,6779.6087494173,2,2.04428476112845,0.439732404325794,835.888888888889
1,147630000,147939000,8492,8508.82069764925,2,2.00787187292013,0.0781649831117927,821
1,147939000,148259000,6299,8261.79041933039,1,1.583678200745,-4.13393187847701,647.551181102362
1,148259000,148455000,5280,5407.21831431258,2,1.92856320489283,-0.709342737080324,788.571428571429
1,148455000,148769000,3427,5544.45735782306,1,1.22351962745194,-7.71018229367809,500.285714285714
1,148769000,149092000,8249,8893.09001947856,1,1.70553663353618,-2.92391966946421,697.377952755906
1,149092000,149364000,3908,7026.63902773615,1,1.12635389271267,-8.67500452747195,460.555555555556
1,149364000,149813000,7729,11034.0190982419,1,1.35977681040632,-6.35719546162995,556
1,149813000,161590000,322919,320233.584127335,2,2.00663942353665,0.0659271858019273,820.496062992126
1,161590000,161800000,4370,5517.00954912096,1,1.63229117631509,-3.65122179753369,667.428571428571
1,161800000,202113000,1099003,1102276.54966741,2,2.00787187292013,0.0781649831117927,821
1,202113000,202310000,7655,5379.77050561049,3,2.81452604192316,8.0879626687369,1150.83333333333
1,202310000,206153000,106730,105234.89856383,2,2.05447386523281,0.540906693891024,840.055118110236
1,206153000,206411000,4236,6861.95217552358,1,1.27852715686686,-7.16397649851791,522.777777777778
1,206411000,206556000,4023,3979.93226180368,2,2.06412163306284,0.636705700957303,844
1,206556000,236254000,811420,809655.461094379,2,2.01031751466546,0.102449362148552,822
1,236254000,236286000,878,905.777687169113,3,2.14727345240423,1.46237458820719,878
1,236286000,246871000,286903,289958.651128925,2,2.02703260942886,0.268424488163586,828.834645669291
1,246871000,246966000,3068,2634.98963540106,3,2.36167471207861,3.59130515042993,965.666666666667
1,246966000,247145000,5053,4913.15775767489,2,2.0653444539355,0.648847890475683,844.5
1,247145000,247176000,865,878.329878467019,3,2.71221669557664,7.07206614569905,1109
1,247176000,247371000,7352,5379.77050561049,3,2.69672763118952,6.91826507846623,1102.66666666667
1,247371000,247495000,3417,3403.5282790597,2,1.98586109721211,-0.14039442821906,812
1,247495000,248529000,28626,28051.6604935404,2,2.00053494768412,0.00531184600150618,818
1,248529000,248660000,1684,3513.31951386808,1,1.06263133834811,-9.30774751459645,434.5
1,248660000,248956000,7781,7603.04301048013,2,2.0475456167889,0.472111576374806,837.222222222222
2,1,789000,20887,21272.0517441231,2,2.03844239473682,0.381719721071309,833.5
2,789000,36361000,973798,973903.148367711,2,2.0127631564108,0.126733741185316,823
2,36361000,86690000,1371393,1378154.47493216,2,1.99808930593879,-0.018972533035253,817
2,86690000,86794000,3215,2882.01991371991,3,2.18518089945692,1.83878246327699,893.5
2,86794000,86895000,2908,2799.67648761362,3,2.11955617929043,1.18715162579056,866.666666666667
2,86895000,87050000,6481,4199.51473142043,3,3.08444336921665,10.7681486350941,1261.2
2,87050000,87521000,15548,12845.5744725802,3,2.30364046793274,3.01504512189618,941.937007874016
2,87521000,87701000,6213,4968.05337507908,3,2.50433714722316,5.00789392757434,1024
2,87701000,87827000,2144,3321.18485295341,1,1.29496730415494,-7.00073150610413,529.5
2,87827000,87962000,5374,3732.90198348483,3,2.75477086194547,7.4946143409387,1126.4
2,87962000,88772000,22015,22232.7250486964,2,1.98351174057486,-0.163722729340988,811.03937007874
2,88772000,88890000,3277,3156.49800074085,2,1.99014097026645,-0.0978967649047271,813.75
2,88890000,88990000,2774,2772.22867891153,2,2.02254572339214,0.223871257332361,827
2,88990000,89276000,8763,7877.52109750108,3,2.22064270476428,2.19090595931003,908
2,89276000,89853000,11318,5901.27887095028,3,3.6847668963049,16.7291542093178,1506.66666666667
2,89853000,90289000,9686,11747.6621244964,1,1.83118869958588,-1.67623799060699,748.755905511811
2,90289000,91606000,10106,6065.96572316285,3,3.35358624329077,13.4406445480897,1371.25
2,91606000,91728000,1432,2827.12429631572,1,0.983759392061049,-10.090918738532,402.25
2,91728000,91800000,2115,1976.24222655079,2,1.9711872467401,-0.286100702439627,806
2,91800000,9.6e+07,0,0,2,2.01382520339443,0.137279501435988,823.43426106283
2,9.6e+07,97365000,40378,36917.3027043169,2,2.0412828054253,0.409924019558885,834.661417322835
2,97365000,106403000,244606,245383.409796723,2,2.01887726077414,0.187444688777218,825.5
2,106403000,109782000,93500,92691.2499869726,2,1.99693388464178,-0.0304454680132519,816.527559055118
2,109782000,110143000,13800,9771.41989794559,3,2.64820635572236,6.43646554791799,1082.82677165354
2,110143000,110627000,7376,11226.1537591566,1,1.1109568340955,-8.82789200914171,454.259842519685
2,110627000,111241000,16980,16880.402351788,2,2.0127631564108,0.126733741185316,823
2,111241000,111721000,10868,13092.604750899,1,1.50356899081906,-4.92938870361817,614.795275590551
2,111721000,111829000,2348,2991.81114852828,1,1.57336285616559,-4.23635969241947,643.333333333333
2,111829000,111938000,2914,3019.25895723038,2,1.93694826230541,-0.626082008954287,792
2,111938000,112328000,11174,10732.0932025189,2,2.07215181107705,0.716442599054382,847.283464566929
2,112328000,112605000,6295,6971.74341033196,1,1.7480903719712,-2.50137572345974,714.777777777778
2,112605000,112995000,10776,10732.0932025189,2,2.01031751466546,0.102449362148552,822
2,112995000,113227000,6383,6395.33942758798,2,2.00175776855679,0.0174540355198902,818.5
2,113227000,113395000,4791,4638.67967065394,2,2.07194768664791,0.714415713874941,847.2
2,113395000,113621000,8642,6065.96572316285,3,2.81890781671689,8.13147218117776,1152.625
2,113621000,114102000,13546,13202.3959857074,2,2.06656727480817,0.660990079994063,845
2,114102000,114243000,3927,3897.5888356974,2,2.0098283863164,0.0975924863412009,821.8
2,114243000,130015000,431545,432357.88267539,2,1.98722834574691,-0.126818121828429,812.55905511811
2,130015000,130169000,5140,4254.41034882462,3,2.4250983546743,4.22108004678327,991.6
2,130169000,130371000,5450,5571.90516652515,2,1.98586109721211,-0.14039442821906,812
2,130371000,130558000,6199,5132.74022729164,3,2.36941924427217,3.66820568404634,968.833333333333
2,130558000,130721000,2952,4144.61911401624,1,1.58844431359516,-4.08660602169277,649.5
2,130721000,131197000,13232,13010.2613247927,2,2.04088803648215,0.406004100108069,834.5
2,131197000,236672000,2886506,2889403.37426077,2,2.02612752941287,0.259437355764154,828.464566929134
2,236672000,242193000,149497,150249.304835264,2,2.00053494768412,0.00531184600150618,818
3,1,9313000,253970,254852.903798946,2,1.98480196102319,-0.150911285282225,811.566929133858
3,9313000,9777000,10900,12763.2310464739,1,1.69482972951723,-3.03023553359366,693
3,9777000,10114000,9483,9277.35934130789,2,1.99208111519434,-0.0786317949208403,814.543307086614
3,10114000,10225000,4362,3074.15457463457,3,2.88585725949543,8.7962570573091,1180
3,10225000,11816000,43911,43642.01583633,2,1.99693388464178,-0.0304454680132519,816.527559055118
3,11816000,11981000,3638,4556.33624454766,1,1.6369495415443,-3.60496583746367,669.333333333333
3,11981000,33688000,596229,594958.701426597,2,2.01765443990147,0.175302499258838,825
3,33688000,48222000,340317,398459.838928304,1,1.71194922173458,-2.86024488033633,700
3,48222000,63316000,294390,413940.403036285,1,1.41217516622567,-5.83689786037777,577.425196850394
3,63316000,75631000,288766,337470.80799225,1,1.7081941025193,-2.89753191901482,698.464566929134
3,75631000,75935000,9106,7904.96890620317,2,2.02321971914873,0.230563802736191,827.275590551181
3,75935000,76088000,3656,4226.96254012253,1,1.74814471956554,-2.50083607059226,714.8
3,76088000,87800000,271679,321111.914005802,1,1.70705793824391,-2.90881363840985,698
3,87800000,9.4e+07,24,27.4478087020943,2,2.01382520339443,0.137279501435988,823.43426106283
3,9.4e+07,115207000,578368,581234.79707555,2,2.01873283311201,0.186010571904971,825.44094488189
3,115207000,115409000,4546,5544.45735782306,1,1.65855271029476,-3.39045382263895,678.166666666667
3,115409000,115688000,6268,7685.38643658641,1,1.69641843380062,-3.01446024799891,693.649606299213
3,115688000,115807000,1316,3266.28923554923,1,0.826626909923268,-11.6511900916439,338
3,115807000,115990000,3972,5050.39680118536,1,1.61004748234562,-3.87209400686805,658.333333333333
3,115990000,119775000,103408,103780.164702619,2,2.00787187292013,0.0781649831117927,821
3,119775000,119835000,2275,1674.31633082775,3,2.68898309899596,6.84136454484982,1099.5
3,119835000,154117000,940163,939099.326933456,2,2.01520879815613,0.151018120222075,824
3,154117000,154295000,3869,4913.15775767489,1,1.60515619885495,-3.92066276494157,656.333333333333
3,154295000,184430000,824290,825437.951098083,2,1.99693388464178,-0.0304454680132519,816.527559055118
3,184430000,184533000,2102,2854.57210501781,1,1.55237109785146,-4.444800612485,634.75
3,184533000,193719000,251363,251998.331693928,2,1.98965473047062,-0.102724958374635,813.551181102362
3,193719000,194423000,16530,19240.9139001681,1,1.72787477861168,-2.70210959322293,706.511811023622
3,194423000,194523000,2782,2772.22867891153,2,2.00114635812046,0.0113829407606982,818.25
3,194523000,195014000,13756,13449.4262640262,2,2.070495707218,0.699998058919256,846.606299212598
3,195014000,195702000,19589,18884.0923870409,2,2.03966521560948,0.393861910589689,834
3,195702000,195899000,4179,4995.50118378117,1,1.60230295015206,-3.94899454048446,655.166666666667
3,195899000,197400000,42298,41116.8174357373,2,2.01031751466546,0.102449362148552,822
3,197400000,197553000,3316,4199.51473142043,1,1.68953083906901,-3.0828516881733,690.833333333333
3,197553000,198295559,20154,18609.61430002,2,2.04546157911614,0.451417801062639,836.370078740157
4,1,48200000,1301655,1312142.49500362,2,1.98830673895745,-0.116110049182299,813
4,48200000,51800000,24,27.4478087020943,2,2.01382520339443,0.137279501435988,823.43426106283
4,51800000,68186000,443931,447618.864313754,2,2.01257058619463,0.124821585355648,822.92125984252
4,68186000,68365000,4693,4885.70994897279,2,1.97404049544299,-0.257768926896741,807.166666666667
4,68365000,68509000,3239,3979.93226180368,1,1.64444950956333,-3.53049374175094,672.4
4,68509000,68802000,7381,8069.65575841573,2,1.9313252119933,-0.681916959180541,789.700787401575
4,68802000,68930000,3501,3540.76732257017,2,1.99258661201178,-0.0736123858679657,814.75
4,68930000,69097000,4597,4583.78405324975,2,2.00461101725968,0.045785811062776,819.666666666667
4,69097000,131608000,1708571,1713703.93631526,2,2.02366263064591,0.234961761144423,827.456692913386
4,131608000,131948000,10052,9085.22468039323,2,2.08586281046822,0.852588094126622,852.889763779528
4,131948000,181411000,1348000,1356004.09330957,2,2.00053494768412,0.00531184600150618,818
4,181411000,187003000,152240,153131.324748984,2,1.99808930593879,-0.018972533035253,817
4,187003000,188483000,40099,40595.3090703975,2,1.98586109721211,-0.14039442821906,812
4,188483000,188543000,2164,1674.31633082775,3,2.49944586373249,4.95932516950082,1022
4,188543000,189504000,25396,26185.209501798,2,1.92535553529209,-0.741193789900196,787.259842519685
4,189504000,189705000,4581,5489.56174041887,1,1.67142144424045,-3.26267173294551,683.428571428571
4,189705000,189917000,5544,5764.03982743981,2,1.92681631793188,-0.726688722106582,787.857142857143
4,189917000,190214555,5943,5407.21831431258,2,2.07879548353485,0.782411975177872,850
5,1,433000,11781,11528.0796548796,2,1.98722834574691,-0.126818121828429,812.55905511811
5,433000,639000,4786,5571.90516652515,1,1.76191018881785,-2.36414970858534,720.428571428571
5,639000,1341000,18933,18911.540195743,2,1.96425471895805,-0.354938312307613,803.165354330709
5,1341000,1536000,4479,5379.77050561049,1,1.7224305435003,-2.75616897017878,704.285714285714
5,1536000,17700000,439778,441196.077077464,2,2.02119773187896,0.210486166524697,826.448818897638
5,17700000,21272000,97053,98016.1248751789,2,1.98830673895745,-0.116110049182299,813
5,21272000,21372000,3149,2772.22867891153,3,2.23042527174562,2.28804347545707,912
5,21372000,29136000,210136,212555.830589019,2,1.96781726795716,-0.319563429458787,804.622047244094
5,29136000,34167000,137809,138035.029962832,2,1.99450749991806,-0.0545386314670461,815.535433070866
5,34167000,46100000,327518,326793.610407135,2,1.9993602693655,-0.00635230455945544,817.51968503937
5,46100000,51400000,25,27.4478087020943,3,2.13749088542289,1.36523707206014,874
5,51400000,69213000,488672,488269.069001556,2,2.0127631564108,0.126733741185316,823
5,69213000,69505000,7121,8042.20794971364,1,1.76059031866958,-2.37725556393852,719.888888888889
5,69505000,69895000,9283,8234.3426106283,2,2.06058903943069,0.601628264570869,842.555555555556
5,69895000,70121000,9051,5791.48763614191,3,3.03106723812471,10.2381420626168,1239.375
5,70121000,70365000,3247,4034.82787920787,1,1.64298212451613,-3.545064369173,671.8
5,70365000,71368000,5211,12461.3051507508,1,0.814148359915574,-11.7750977894063,332.897637795276
5,71368000,71482000,2684,3156.49800074085,1,1.7412969226786,-2.56883233189519,712
5,71482000,71669000,5108,5160.18803599374,2,1.98586109721211,-0.14039442821906,812
5,71669000,162394000,2490817,2488034.06761004,2,2.0127631564108,0.126733741185316,823
5,162394000,162543000,3194,4117.17130531415,1,1.63857996937453,-3.58877625143917,670
5,162543000,175732000,360787,361734.670884901,2,2.00542623117479,0.053880604075029,820
5,175732000,175913000,5132,4995.50118378117,2,2.07105095134129,0.705511441561459,846.833333333333
5,175913000,176120000,7855,5681.69640133353,3,2.76322579483649,7.57856890846579,1129.85714285714
5,176120000,176285000,4699,4556.33624454766,2,2.06289881219017,0.624563511438924,843.5
5,176285000,177024000,20183,20256.4828221456,2,2.02243018126244,0.222723963834562,826.952755905512
5,177024000,177411000,10847,10649.7497764126,2,2.06412163306284,0.636705700957303,844
5,177411000,177724000,8395,8591.16412375553,2,1.98175935160773,-0.18112334739095,810.322834645669
5,177724000,178055000,6034,8344.13384543668,1,1.50110409205211,-4.9538642982379,613.787401574803
5,178055000,178374000,8648,8783.29878467019,2,1.96296449850972,-0.367749756366373,802.637795275591
5,178374000,181248000,77013,77265.5814963955,2,2.03448507679456,0.342424918771667,831.88188976378
5,181248000,181538000,4262,5626.80078392934,1,1.43943485582581,-5.56621854443259,588.571428571429
6,1,385000,10382,8673.50754986181,2,2.0616759913175,0.61242132192054,843
6,385000,26739000,724031,722892.937787059,2,2.0127631564108,0.126733741185316,823
6,26739000,31173000,108335,118876.459488771,2,1.90158274210613,-0.977249427072492,777.53937007874
6,31173000,31385000,2936,4611.23186195185,1,1.29945098068806,-6.95621014453673,531.333333333333
6,31385000,32339000,22996,25334.3274320331,1,1.8099096906993,-1.88753120978511,740.055118110236
6,32339000,32813000,3820,10292.9282632854,1,0.739806627963872,-12.5132855474489,302.5
6,32813000,33198000,7322,10457.6151154979,1,1.57959571216223,-4.17446958206594,645.88188976378
6,33198000,33412000,4994,5901.27887095028,1,1.68679404949685,-3.11002706471445,689.714285714286
6,33412000,39321000,161577,161996.966959761,2,2.0127631564108,0.126733741185316,823
6,39321000,39540000,8354,6038.51791446075,3,2.7070197068678,7.02046184024593,1106.875
6,39540000,58500000,517067,518571.449808668,2,2.00298058942946,0.0295962250382698,819
6,58500000,62600000,0,0,2,2.01382520339443,0.137279501435988,823.43426106283
6,62600000,154960000,2517934,2531676.08344637,2,2.02119773187896,0.210486166524697,826.448818897638
6,154960000,155057000,3723,2689.88525280524,3,2.70977105383131,7.04778176666229,1108
6,155057000,155149000,2546,2552.64620929477,2,2.00135016159923,0.0134066390137637,818.333333333333
6,155149000,155219000,1339,1948.7944178487,1,1.38178758611434,-6.1386360502991,565
6,155219000,155315000,1538,2662.43744410315,1,1.30902974419062,-6.86109632664275,535.25
6,155315000,155413000,2716,2717.33306150734,2,1.9084157752765,-0.909399764383166,780.333333333333
6,155413000,155545000,2121,3650.55855737855,1,1.15984559772518,-8.34244344788519,474.25
6,155545000,155706000,4357,4446.54500973928,1,1.89414953176205,-1.05105864209761,774.5
6,155706000,156025000,5054,8783.29878467019,1,1.14527284661666,-8.48714584029519,468.291338582677
6,156025000,156139000,2846,3129.05019203875,1,1.79815809325764,-2.00422051929049,735.25
6,156139000,156201000,1587,1729.21194823194,1,1.85991054732735,-1.39103994861227,760.5
6,156201000,156395000,3352,5352.3226969084,1,1.30387642765581,-6.91226698247022,533.142857142857
6,156395000,156471000,1931,2113.48127006126,1,1.79999232456664,-1.98600723501292,736
6,156471000,156663000,4714,5297.42707950421,1,1.80977489154798,-1.88886971886587,740
6,156663000,156707000,1197,1235.15139159425,1,1.7828728323493,-2.15599788827025,729
6,156707000,156937000,3703,6340.44381018379,1,1.20203291783221,-7.92353790950106,491.5
6,156937000,157065000,3604,3540.76732257017,2,2.02193431295581,0.217800162573169,826.75
6,157065000,157178000,1806,3129.05019203875,1,1.15067444118017,-8.43350986927305,470.5
6,157178000,157256000,1259,2168.37688746545,1,1.13477776983549,-8.591358333012,464
6,157256000,157380000,3081,3266.28923554923,1,1.77504677876423,-2.23370790118789,725.8
6,157380000,157494000,1867,3156.49800074085,1,1.17635367950619,-8.17852388938705,481
6,157494000,157674000,4973,4968.05337507908,2,2.00868708683524,0.0862597761240457,821.333333333333
6,157674000,160188000,68685,68948.895459661,2,2.00053494768412,0.00531184600150618,818
6,160188000,160313000,3174,3458.42389646389,1,1.87458439779936,-1.2453336743917,766.5
6,160313000,160504000,5132,5242.53146210002,2,1.96210343454314,-0.376299824576168,802.285714285714
6,160504000,160749000,6109,6093.41353186494,2,1.96489845368067,-0.348546248534157,803.428571428571
6,160749000,160855000,1775,2936.91553112409,1,1.19347317172354,-8.00853323612973,488
6,160855000,161005000,3925,4144.61911401624,2,1.91004620310672,-0.89321017835866,781
6,161005000,161083000,1506,2168.37688746545,1,1.3997222922468,-5.96055060402952,572.333333333333
6,161083000,161280000,3290,5434.66612301468,1,1.28011876498684,-7.14817237882732,523.428571428571
6,161280000,161392000,3060,3101.60238333666,2,1.93389121012374,-0.656437482750238,790.75
6,161392000,161456000,1735,1784.10756563613,2,1.99075238070278,-0.0918256701455373,814
6,161456000,161619000,3460,4501.44062714347,1,1.50040121076309,-4.96084366701618,613.5
6,161619000,161733000,1872,3156.49800074085,1,1.16473688121585,-8.29387468981167,476.25
6,161733000,162213000,7564,13174.9481770053,1,1.15923418728884,-8.34851454264438,474
6,162213000,162329000,1747,3183.94580944294,1,1.13803862549594,-8.55897916096298,465.333333333333
6,162329000,162420000,2327,2525.19840059268,1,1.6923840877719,-3.05451991263042,692
6,162420000,162597000,2757,4885.70994897279,1,1.14822879943484,-8.45779424830981,469.5
6,162597000,162641000,1222,1235.15139159425,2,1.97852417197611,-0.213247565329344,809
6,162641000,162764000,3366,3403.5282790597,2,1.92166300139707,-0.777859377934045,785.75
6,162764000,162917000,2580,4226.96254012253,1,1.24874467516811,-7.45970626989892,510.6
6,162917000,162966000,1284,1372.39043510472,2,1.93327979968741,-0.662508577509428,790.5
6,162966000,163042000,2139,2113.48127006126,2,2.02254572339214,0.223871257332361,827
6,163042000,163415000,10163,10265.4804545833,2,1.95406775452276,-0.456091355696957,799
6,163415000,163458000,753,1207.70358289215,1,1.1910275299782,-8.03281761516649,487
6,163458000,163488000,531,850.882069764924,1,1.16412547077951,-8.29994578457086,476
6,163488000,163674000,3619,5132.74022729164,1,1.4135809288037,-5.82293912282121,578
6,163674000,163713000,662,1097.91234808377,1,1.23749472313957,-7.57141441346802,506
6,163713000,163893000,3092,4968.05337507908,1,1.23667950922446,-7.57950920648028,505.666666666667
6,163893000,164003000,1784,3046.70676593247,1,1.14129948115639,-8.52659998891397,466.666666666667
6,164003000,164050000,1203,1317.49481770053,2,2.04700214084549,0.466715047699971,837
6,164050000,164092000,1720,1180.25577419006,3,2.97879164581817,9.71906346070603,1218
6,164092000,164256000,4529,4528.88843584557,2,1.93531783447519,-0.642271594978793,791.333333333333
6,164256000,164432000,3215,4858.2621402707,1,1.31779329377807,-6.77407730176102,538.833333333333
6,164432000,164596000,2674,4528.88843584557,1,1.19983184026141,-7.94539385063415,490.6
6,164596000,164644000,1082,1344.94262640262,1,1.46738504720107,-5.28868278401246,600
6,164644000,165348000,10995,19158.5704740618,1,1.18241964131549,-8.11829098075257,483.48031496063
6,165348000,165410000,1687,1729.21194823194,2,1.92716569532407,-0.723219525101332,788
6,165410000,165588000,2877,4913.15775767489,1,1.19754924129909,-7.96805927106846,489.666666666667
6,165588000,165810000,5960,6120.86134056704,1,1.8742786925812,-1.2483692217713,766.375
6,165810000,165929000,1867,3293.73704425132,1,1.15189726205284,-8.42136767975467,471
6,165929000,166137000,3354,5709.14421003562,1,1.17320928297647,-8.20974666243432,479.714285714286
6,166137000,166191000,1298,1509.62947861519,1,1.66059074508254,-3.37021684010831,679
6,166191000,166271000,1395,2223.27250486964,1,1.28803798587649,-7.06953724670829,526.666666666667
6,166271000,166335000,1457,1784.10756563613,1,1.67159613293655,-3.26093713444289,683.5
6,166335000,166416000,2187,2250.72031357174,1,1.80732924980265,-1.91315409790264,739
6,166416000,166507000,1703,2525.19840059268,1,1.48939582290908,-5.07012337268161,609
6,166507000,166780000,4703,7520.69958437385,1,1.22091870686563,-7.73600853805051,499.222222222222
6,166780000,167106000,5224,8947.98563688275,1,1.15189726205284,-8.42136767975467,471
6,167106000,167145000,1097,1097.91234808377,1,1.7902097575853,-2.08314475115997,732
6,167145000,167300000,4244,4281.85815752672,2,2.01667618320333,0.165588747644132,824.6
6,167300000,167442000,3800,3870.1410269953,2,1.92276354018247,-0.7669314073675,786.2
6,167442000,167758000,4429,7328.56492345919,1,1.20379921464828,-7.90599919130784,492.222222222222
6,167758000,167891000,3643,3678.00636608064,2,1.96874160499477,-0.310385081476388,805
6,167891000,170805979,76132,77100.894644183,2,1.99319802244812,-0.0675412911087759,815
7,1,44065000,1208834,1207621.23946604,2,2.03105732694677,0.308388545003607,830.48031496063
7,44065000,44835000,33628,21162.2605093147,3,3.17688862719031,11.6860981626837,1299
7,44835000,44884000,2115,1372.39043510472,3,3.1133019418116,11.0547043077279,1273
7,44884000,48174000,90848,90248.3950124862,2,2.00421303881293,0.0418340223481352,819.503937007874
7,48174000,48617000,19303,12186.8270637299,3,3.16710606020897,11.5889606465367,1295
7,48617000,50155000,41979,42132.3863577148,2,2.01031751466546,0.102449362148552,822
7,50155000,50199000,1288,1235.15139159425,2,1.99686648506612,-0.0311147225536349,816.5
7,50199000,53965000,103438,103340.999763385,2,2.03352222571372,0.332864139623338,831.488188976378
7,53965000,54575000,26737,16688.2676908734,3,3.16955170195431,11.6132450255734,1296
7,54575000,54704000,49540,3568.21513127226,3,27.8350715245316,256.53334980083,11381.5
7,54704000,54739000,17567,960.673304573302,3,34.8968620641867,326.654494269478,14269
7,54739000,54869000,94237,3595.66293997436,3,51.0839533661235,487.386728019042,20887.75
7,54869000,55046000,128388,4885.70994897279,3,52.6550743840226,502.987417851908,21530.1666666667
7,55046000,55080000,23897,960.673304573302,3,50.6235613075642,482.815193665372,20699.5
7,55080000,55156000,50884,2113.48127006126,3,49.2054967022274,468.734301220556,20119.6666666667
